animal_id,nombre_cientifico,grupo/animal,familia,tipo,Nombre_comun,categoria/extincion
11564,Limosa lapponica,AVES,CHARADRIIFORMES,Scolopacidae,Aguja colipinta,LESRPE
11600,Limosa limosa,AVES,CHARADRIIFORMES,Scolopacidae,Aguja colinegra,LESRPE
10763,Numenius arquata,AVES,CHARADRIIFORMES,Scolopacidae,Zarapito real,En peligro de extincion
11974,Numenius phaeopus  ,AVES,CHARADRIIFORMES,Scolopacidae,Zarapito trinador,LESRPE
16347,Numenius tenuirostris ,AVES,CHARADRIIFORMES,Scolopacidae,Zarapito fino,LESRPE
14040,Phalaropus fulicarius,AVES,CHARADRIIFORMES,Scolopacidae,Faloropo picogrueso,LESRPE
14039,Phalaropus lobatus,AVES,CHARADRIIFORMES,Scolopacidae,Faloropo picofino,LESRPE
33046,Philomachus pugnax,AVES,CHARADRIIFORMES,Scolopacidae,Combatiente,LESRPE
11219,Tringa erythropus   ,AVES,CHARADRIIFORMES,Scolopacidae,Archibebe oscuro,LESRPE
11370,Tringa glareola,AVES,CHARADRIIFORMES,Scolopacidae,Andarrios bastardo,LESRPE
11825,Tringa nebularia  ,AVES,CHARADRIIFORMES,Scolopacidae,Archibebe claro,LESRPE
11885,Tringa ochropus,AVES,CHARADRIIFORMES,Scolopacidae,Andarrios grande,LESRPE
12241,Tringa stagnatilis,AVES,CHARADRIIFORMES,Scolopacidae,Archibebe fino,LESRPE
12329,Tringa totanus,AVES,CHARADRIIFORMES,Scolopacidae,Archibebe comun,LESRPE
14042,Stercorarius parasiticus  ,AVES,CHARADRIIFORMES,Stercorariidae,Pagalo parasito,LESRPE
14041,Stercorarius pomarinus  ,AVES,CHARADRIIFORMES,Stercorariidae,Pagalo pomarino,LESRPE
14044,Stercorarius skua  ,AVES,CHARADRIIFORMES,Stercorariidae,Pagalo grande,LESRPE
14053,Larus audouinii,AVES,CHARADRIIFORMES,Laridae,Gaviota de Audouin,Vulnerable
14056,Larus canus,AVES,CHARADRIIFORMES,Laridae,Gaviota cana,LESRPE
16358,Larus genei,AVES,CHARADRIIFORMES,Laridae,Gaviota picofina,LESRPE
14066,Larus marinus,AVES,CHARADRIIFORMES,Laridae,Gavion atlantico,LESRPE
14050,Larus melanocephalus,AVES,CHARADRIIFORMES,Laridae,Gaviota cabecinegra,LESRPE
14071,Larus minutus,AVES,CHARADRIIFORMES,Laridae,Gaviota enana,LESRPE
14069,Rissa tridactyla,AVES,CHARADRIIFORMES,Laridae,Gaviota tridactila,LESRPE
14085,Chlidonias hybridus,AVES,CHARADRIIFORMES,Laridae,Fumarel cariblanco,LESRPE
14087,Chlidonias leucopterus,AVES,CHARADRIIFORMES,Laridae,Fumarel aliblanco,LESRPE
14086,Chlidonias niger,AVES,CHARADRIIFORMES,Laridae,Fumarel comun,En peligro de extincion
14072,Gelochelidon nilotica ,AVES,CHARADRIIFORMES,Laridae,Pagaza piconegra,LESRPE
12147,Sterna (Thalasseus) sandvicensis,AVES,CHARADRIIFORMES,Laridae,Charran patinegro,LESRPE
14084,Sterna albifrons,AVES,CHARADRIIFORMES,Laridae,Charrancito comun,LESRPE
10831,Sterna bengalensis,AVES,CHARADRIIFORMES,Laridae,Charran bengali,LESRPE
14073,Sterna caspia,AVES,CHARADRIIFORMES,Laridae,Pagaza piquirroja,LESRPE
14078,Sterna dougallii,AVES,CHARADRIIFORMES,Laridae,Charran rosado,LESRPE
14079,Sterna hirundo,AVES,CHARADRIIFORMES,Laridae,Charran comun,LESRPE
11938,Sterna paradisaea,AVES,CHARADRIIFORMES,Laridae,Charran artico,LESRPE
14089,Alca torda  ,AVES,CHARADRIIFORMES,Alcidae,Alca comun ,LESRPE
14092,Fratercula arctica,AVES,CHARADRIIFORMES,Alcidae,Frailecillo atlantico,LESRPE
14088,Uria aalge,AVES,CHARADRIIFORMES,Alcidae,Arao comun,En peligro de extincion
12284,Turnix sylvatica,AVES,CHARADRIIFORMES,Turnicidae,Torillo ,En peligro de extincion
10662,Pterocles alchata,AVES,PTEROCLIFORMES,Pteroclididae,Ganga comun,Vulnerable
11909,Pterocles orientalis,AVES,PTEROCLIFORMES,Pteroclididae,Ortega,Vulnerable
10723,Columba bollii,AVES,COLUMBIFORMES,Columbidae,Paloma turque,LESRPE
11544,Columba junoniae,AVES,COLUMBIFORMES,Columbidae,Paloma rabiche,Vulnerable
11369,Clamator glandarius,AVES,CUCULIFORMES,Cuculidae,Crialo europeo,LESRPE
10952,Cuculus canorus,AVES,CUCULIFORMES,Cuculidae,Cuco,LESRPE
36632,Tyto alba alba,AVES,STRIGIFORMES,Tytonidae,Lechuza comun,LESRPE
23788,Tyto alba gracilirostris,AVES,STRIGIFORMES,Tytonidae,Lechuza majorera,Vulnerable
11316,Aegolius funereus ,AVES,STRIGIFORMES,Strigidae,Mochuelo boreal,Vulnerable
11273,Asio flammeus,AVES,STRIGIFORMES,Strigidae,Buho campestre,LESRPE
11921,Asio otus,AVES,STRIGIFORMES,Strigidae,Buho chico,LESRPE
11861,Athene noctua,AVES,STRIGIFORMES,Strigidae,Mochuelo comun ,LESRPE
10917,Bubo bubo,AVES,STRIGIFORMES,Strigidae,Buho real,LESRPE
12175,Otus scops,AVES,STRIGIFORMES,Strigidae,Autillo europeo,LESRPE
10698,Strix aluco,AVES,STRIGIFORMES,Strigidae,Carabo comun,LESRPE
11229,Caprimulgus europaeus,AVES,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras europeo,LESRPE
12122,Caprimulgus ruficollis,AVES,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pardo,LESRPE
10743,Apus apus,AVES,APODIFORMES,Apodidae,Vencejo comun,LESRPE
10935,Apus caffer,AVES,APODIFORMES,Apodidae,Vencejo cafre,LESRPE
24459,Apus melba ,AVES,APODIFORMES,Apodidae,Vencejo real,LESRPE
11930,Apus pallidus,AVES,APODIFORMES,Apodidae,Vencejo palido,LESRPE
12365,Apus unicolor,AVES,APODIFORMES,Apodidae,Vencejo unicolor,LESRPE
10794,Alcedo atthis,AVES,CORACIFORMES,Alcedinidae,Martin pescador,LESRPE
11339,Coracias garrulus,AVES,CORACIFORMES,Coraciidae,Carraca,LESRPE
10738,Merops apiaster,AVES,CORACIFORMES,Meropidae,Abejaruco comun,LESRPE
11211,Upupa epops,AVES,CORACIFORMES,Upupidae,Abubilla,LESRPE
11591,Dendrocopos leucotos,AVES,PICIFORMES,Picidae,Pico dorsiblanco,En peligro de extincion
11649,Dendrocopos major,AVES,PICIFORMES,Picidae,Pico picapinos,LESRPE
79181,Dendrocopos medius,AVES,PICIFORMES,Picidae,Pico mediano,LESRPE
33015,Dendrocopos minor,AVES,PICIFORMES,Picidae,Pico menor,LESRPE
11684,Dryocopus martius,AVES,PICIFORMES,Picidae,Pito negro,LESRPE
12326,Jynx torquilla,AVES,PICIFORMES,Picidae,Torcecuello,LESRPE
33014,Picus viridis,AVES,PICIFORMES,Picidae,Pito real,LESRPE
10766,Acrocephalus arundinaceus,AVES,PASSERIFORMES,Acrocephalidae,Carricero tordal,LESRPE
11706,Acrocephalus melanopogon,AVES,PASSERIFORMES,Acrocephalidae,Carricerin real,LESRPE
11932,Acrocephalus paludicola,AVES,PASSERIFORMES,Acrocephalidae,Carricerin cejudo,LESRPE
12166,Acrocephalus schoenobaenus,AVES,PASSERIFORMES,Acrocephalidae,Carricerin comun,LESRPE
12171,Acrocephalus scirpaceus,AVES,PASSERIFORMES,Acrocephalidae,Carricero comun,LESRPE
16402,Hippolais icterina,AVES,PASSERIFORMES,Acrocephalidae,Zarcero icterino,LESRPE
33081,Hippolais pallida,AVES,PASSERIFORMES,Acrocephalidae,Zarcero palido,LESRPE
12009,Hippolais polyglotta,AVES,PASSERIFORMES,Acrocephalidae,Zarcero comun,LESRPE
10734,Calandrella brachydactyla,AVES,PASSERIFORMES,Alaudidae,Terrera comun ,LESRPE
33007,Calandrella rufescens,AVES,PASSERIFORMES,Alaudidae,Terrera marismena,LESRPE
11182,Chersophilus duponti  ,AVES,PASSERIFORMES,Alaudidae,Alondra de Dupont o ricoti,En peligro de extincion
11102,Galerida cristata  ,AVES,PASSERIFORMES,Alaudidae,Cogujada comun ,LESRPE
12316,Galerida theklae,AVES,PASSERIFORMES,Alaudidae,Cogujada montesina,LESRPE
10750,Lullula arborea,AVES,PASSERIFORMES,Alaudidae,Totovia,LESRPE
10937,Melanocorypha calandra,AVES,PASSERIFORMES,Alaudidae,Calandria comun,LESRPE
12368,Delichon urbicum,AVES,PASSERIFORMES,Hirundinidae,Avion comun,LESRPE
11132,Hirundo daurica,AVES,PASSERIFORMES,Hirundinidae,Golondrina daurica,LESRPE
12134,Hirundo rustica,AVES,PASSERIFORMES,Hirundinidae,Golondrina comun,LESRPE
12131,Ptyonoprogne rupestris,AVES,PASSERIFORMES,Hirundinidae,Avion roquero,LESRPE
12097,Riparia riparia,AVES,PASSERIFORMES,Hirundinidae,Avion zapador,LESRPE
10835,Anthus berthelotii,AVES,PASSERIFORMES,Motacillidae,Bisbita caminero,LESRPE
10944,Anthus campestris,AVES,PASSERIFORMES,Motacillidae,Bisbita campestre,LESRPE
16377,Anthus cervinus,AVES,PASSERIFORMES,Motacillidae,Bisbita gorgirrojo,LESRPE
16379,Anthus petrosus,AVES,PASSERIFORMES,Motacillidae,Bisbita costero,LESRPE
12019,Anthus pratensis,AVES,PASSERIFORMES,Motacillidae,Bisbita comun ,LESRPE
12231,Anthus spinoletta,AVES,PASSERIFORMES,Motacillidae,Bisbita alpino,LESRPE
12336,Anthus trivialis,AVES,PASSERIFORMES,Motacillidae,Bisbita arboreo,LESRPE
10648,Motacilla alba,AVES,PASSERIFORMES,Motacillidae,Lavandera blanca,LESRPE
10898,Motacilla cinerea,AVES,PASSERIFORMES,Motacillidae,Lavandera cascadena,LESRPE
11274,Motacilla flava,AVES,PASSERIFORMES,Motacillidae,Lavandera boyera,LESRPE
10894,Cinclus cinclus,AVES,PASSERIFORMES,Cinclidae,Mirlo acuatico,LESRPE
12340,Troglodytes troglodytes,AVES,PASSERIFORMES,Troglodytidae,Chochin,LESRPE
11054,Prunella collaris,AVES,PASSERIFORMES,Prunellidae,Acentor alpino,LESRPE
11761,Prunella modularis,AVES,PASSERIFORMES,Prunellidae,Acentor comun,LESRPE
12324,Turdus torquatus,AVES,PASSERIFORMES,Turdidae,Mirlo capiblanco,LESRPE
11003,Cettia cetti,AVES,PASSERIFORMES,Cettiidae,Ruisenor bastardo,LESRPE
11543,Cisticola juncidis,AVES,PASSERIFORMES,Cisticolidae,Buitron,LESRPE
11630,Locustella luscinioides,AVES,PASSERIFORMES,Locustellidae,Buscarla unicolor,LESRPE
11807,Locustella naevia,AVES,PASSERIFORMES,Locustellidae,Buscarla pintoja,LESRPE
10724,Phylloscopus bonelli,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero papialbo,LESRPE
10949,Phylloscopus canariensis,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero canario,LESRPE
11056,Phylloscopus collybita,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero comun ,LESRPE
11489,Phylloscopus ibericus,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero iberico,LESRPE
12206,Phylloscopus sibilatrix,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero silbador,LESRPE
12337,Phylloscopus trochilus,AVES,PASSERIFORMES,Phylloscopidae,Mosquitero musical,LESRPE
11499,Regulus ignicapillus,AVES,PASSERIFORMES,Regulidae,Reyezuelo listado,LESRPE
12088,Regulus regulus,AVES,PASSERIFORMES,Regulidae,Reyezuelo sencillo,LESRPE
10791,Sylvia atricapilla,AVES,PASSERIFORMES,Sylviidae,Curruca capirotada,LESRPE
80946,Sylvia balearica (= S. sarda),AVES,PASSERIFORMES,Sylviidae,Curruca sarda o balear,LESRPE
10728,Sylvia borin,AVES,PASSERIFORMES,Sylviidae,Curruca mosquitera,LESRPE
80920,Sylvia cantillans,AVES,PASSERIFORMES,Sylviidae,Curruca carrasquena,LESRPE
80921,Sylvia communis,AVES,PASSERIFORMES,Sylviidae,Curruca zarcera,LESRPE
80923,Sylvia conspicillata,AVES,PASSERIFORMES,Sylviidae,Curruca tomillera,LESRPE
80925,Sylvia curruca,AVES,PASSERIFORMES,Sylviidae,Curruca zarcerilla,LESRPE
80927,Sylvia hortensis,AVES,PASSERIFORMES,Sylviidae,Curruca mirlona ,LESRPE
80929,Sylvia melanocephala,AVES,PASSERIFORMES,Sylviidae,Curruca cabecinegra,LESRPE
80931,Sylvia undata,AVES,PASSERIFORMES,Sylviidae,Curruca rabilarga,LESRPE
11483,Ficedula hypoleuca,AVES,PASSERIFORMES,Muscicapidae,Papamoscas cerrojillo,LESRPE
12250,Muscicapa striata,AVES,PASSERIFORMES,Muscicapidae,Papamoscas gris,LESRPE
11327,Cercotrichas galactotes,AVES,PASSERIFORMES,Muscicapidae,Alzacola,Vulnerable
12111,Erithacus rubecula,AVES,PASSERIFORMES,Muscicapidae,Petirrojo,LESRPE
11701,Luscinia megarhynchos,AVES,PASSERIFORMES,Muscicapidae,Ruisenor comun,LESRPE
12282,Luscinia svecica,AVES,PASSERIFORMES,Muscicapidae,Pechiazul,LESRPE
12155,Monticola saxatilis,AVES,PASSERIFORMES,Muscicapidae,Roquero rojo,LESRPE
12226,Monticola solitarius,AVES,PASSERIFORMES,Muscicapidae,Roquero solitario,LESRPE
11453,Oenanthe hispanica,AVES,PASSERIFORMES,Muscicapidae,Collalba rubia,LESRPE
11592,Oenanthe leucura,AVES,PASSERIFORMES,Muscicapidae,Collalba negra,LESRPE
11890,Oenanthe oenanthe,AVES,PASSERIFORMES,Muscicapidae,Collalba gris,LESRPE
11886,Phoenicurus ochruros,AVES,PASSERIFORMES,Muscicapidae,Colirrojo tizon,LESRPE
11977,Phoenicurus phoenicurus  ,AVES,PASSERIFORMES,Muscicapidae,Colirrojo real,Vulnerable
11125,Saxicola dacotiae,AVES,PASSERIFORMES,Muscicapidae,Tarabilla canaria,Vulnerable
12112,Saxicola rubetra,AVES,PASSERIFORMES,Muscicapidae,Tarabilla nortena,LESRPE
16387,Saxicola torquata,AVES,PASSERIFORMES,Muscicapidae,Tarabilla comun,LESRPE
10839,Panurus biarmicus,AVES,PASSERIFORMES,Panuridae,Bigotudo,LESRPE
10993,Aegithalos caudatus  ,AVES,PASSERIFORMES,Aegithalidae,Mito,LESRPE
16422,Periparus ater ,AVES,PASSERIFORMES,Paridae,Carbonero garrapinos,LESRPE
16423,Cyanistes caeruleus,AVES,PASSERIFORMES,Paridae,Herrerillo comun,LESRPE
16421,Lophophanes cristatus,AVES,PASSERIFORMES,Paridae,Herrerillo capuchino,LESRPE
11650,Parus major,AVES,PASSERIFORMES,Paridae,Carbonero comun,LESRPE
16420,Poecile palustris,AVES,PASSERIFORMES,Paridae,Carbonero palustre,LESRPE
11226,Sitta europaea,AVES,PASSERIFORMES,Sittidae,Trepador azul,LESRPE
11796,Tichodroma muraria  ,AVES,PASSERIFORMES,Tichodromadidae,Treparriscos,LESRPE
10733,Certhia brachydactyla,AVES,PASSERIFORMES,Certhiidae,Agateador comun,LESRPE
11250,Certhia familiaris,AVES,PASSERIFORMES,Certhiidae,Agateador norteno,LESRPE
11957,Remiz pendulinus  ,AVES,PASSERIFORMES,Remizidae,Pajaro moscon,LESRPE
11911,Oriolus oriolus,AVES,PASSERIFORMES,Oriolidae,Oropendola,LESRPE
11055,Lanius collurio,AVES,PASSERIFORMES,Laniidae,Alcaudon dorsirrojo,LESRPE
16426,Lanius meridionalis ,AVES,PASSERIFORMES,Laniidae,Alcaudon real meridional,LESRPE
11741,Lanius minor,AVES,PASSERIFORMES,Laniidae,Alcaudon chico,En peligro de extincion
12190,Lanius senator,AVES,PASSERIFORMES,Laniidae,Alcaudon comun,LESRPE
80935,Cyanopica cyanus,AVES,PASSERIFORMES,Corvidae,Rabilargo,LESRPE
11384,Pyrrhocorax graculus,AVES,PASSERIFORMES,Corvidae,Chova piquigualda,LESRPE
12065,Pyrrhocorax pyrrhocorax,AVES,PASSERIFORMES,Corvidae,Chova piquirroja,LESRPE
11858,Montifringilla nivalis,AVES,PASSERIFORMES,Passeridae,Gorrion alpino,LESRPE
11973,Petronia petronia,AVES,PASSERIFORMES,Passeridae,Gorrion chillon,LESRPE
11365,Bucanetes githagineus,AVES,PASSERIFORMES,Fringillidae,Camachuelo trompetero,LESRPE
33009,Carduelis spinus,AVES,PASSERIFORMES,Fringillidae,Lugano,LESRPE
11045,Coccothraustes coccothraustes,AVES,PASSERIFORMES,Fringillidae,Picogordo,LESRPE
11047,Fringilla coelebs,AVES,PASSERIFORMES,Fringillidae,Pinzon vulgar,LESRPE
16433,Fringilla montifringilla ,AVES,PASSERIFORMES,Fringillidae,Pinzon real,LESRPE
33011,Fringilla teydea polatzeki,AVES,PASSERIFORMES,Fringillidae,Pinzon azul de Gran Canaria,En peligro de extincion
12315,Fringilla teydea teydea,AVES,PASSERIFORMES,Fringillidae,Pinzon azul de Tenerife,Vulnerable
11116,Loxia curvirostra,AVES,PASSERIFORMES,Fringillidae,Piquituerto comun,LESRPE
12067,Pyrrhula pyrrhula  ,AVES,PASSERIFORMES,Fringillidae,Camachuelo comun ,LESRPE
16435,Serinus citrinella,AVES,PASSERIFORMES,Fringillidae,Verderon serrano,LESRPE
10890,Emberiza cia,AVES,PASSERIFORMES,Emberizidae,Escribano montesino,LESRPE
10907,Emberiza cirlus,AVES,PASSERIFORMES,Emberizidae,Escribano soteno,LESRPE
10911,Emberiza citrinella,AVES,PASSERIFORMES,Emberizidae,Escribano cerillo,LESRPE
11476,Emberiza hortulana,AVES,PASSERIFORMES,Emberizidae,Escribano hortelano,LESRPE
12162,Emberiza schoeniclus schoeniclus,AVES,PASSERIFORMES,Emberizidae,Escribano palustre,LESRPE
12164,Emberiza schoeniclus whiterby/lusitanica,AVES,PASSERIFORMES,Emberizidae,Escribano palustre,En peligro de extincion
16443,Plectrophenax nivalis,AVES,PASSERIFORMES,Calcariidae,Escribano nival,LESRPE
10669,Atelerix algirus ,MAMIFEROS,ERINACEOMORPHA,Erinaceidae,Erizo moruno,LESRPE
10948,Crocidura canariensis,MAMIFEROS,SORICOMORPHA,Soricidae,Musarana canaria,Vulnerable
12059,Galemys pyrenaicus,MAMIFEROS,SORICOMORPHA,Talpidae,Desman iberico,En peligro de extincion
11230,Rhinolophus euryale ,MAMIFEROS,CHIROPTERA,Rhinolophidae,Murcielago mediterrraneo de herradura,Vulnerable
11264,Rhinolophus ferrumequinum ,MAMIFEROS,CHIROPTERA,Rhinolophidae,Murcielago grande de herradura,Vulnerable
11451,Rhinolophus hipposideros,MAMIFEROS,CHIROPTERA,Rhinolophidae,Murcielago pequeno de herradura,LESRPE
11702,Rhinolophus mehelyi ,MAMIFEROS,CHIROPTERA,Rhinolophidae,Murcielago mediano de herradura,Vulnerable
10820,Barbastella barbastellus,MAMIFEROS,CHIROPTERA,Vespertilionidae,"Murcielago de bosque, Barbastela",LESRPE
16225,Eptesicus isabellinus(antes E. serotinus),MAMIFEROS,CHIROPTERA,Vespertilionidae,"Murcielago hortelano mediterraneo, Murcielago hortelano pardo",LESRPE
12197,Eptesicus serotinus,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago hortelano,LESRPE
12154,Hypsugo savii,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago montanero,LESRPE
10661,Myotis alcathoe (= M. mystacinus),MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero bigotudo pequeno,LESRPE
10826,Myotis bechsteinii ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero forestal,Vulnerable
10866,Myotis blythii ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero mediano,Vulnerable
10958,Myotis capaccinii,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero patudo,En peligro de extincion
11131,Myotis daubentonii,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero ribereno,LESRPE
11206,Myotis emarginatus  ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago de Geoffroy o de oreja partida,Vulnerable
11803,Myotis myotis ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero grande,Vulnerable
11805,Myotis mystacinus ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero bigotudo,Vulnerable
16227,Myotis nattereri (=M. escalerai),MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago de Natterer,LESRPE
12040,Myotis punicus,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago ratonero moruno,LESRPE
11566,Nyctalus lasiopterus ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Noctulo grande,Vulnerable
11573,Nyctalus leisleri,MAMIFEROS,CHIROPTERA,Vespertilionidae,Noctulo pequeno,LESRPE
11862,Nyctalus noctula  ,MAMIFEROS,CHIROPTERA,Vespertilionidae,Noctulo mediano ,Vulnerable
11550,Pipistrellus kuhlii,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago de borde claro,LESRPE
11646,Pipistrellus maderensis,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcialago de Madeira,LESRPE
11814,Pipistrellus nathusii,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago de Nathusius,LESRPE
11991,Pipistrellus pipistrellus,MAMIFEROS,CHIROPTERA,Vespertilionidae,Muercielago comun,LESRPE
12050,Pipistrellus pygmaeus (antes P. pipistrellus),MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago de Cabrera,LESRPE
10715,Plecotus auritus,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago orejudo dorado o septentrional,LESRPE
10799,Plecotus austriacus,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago orejudo gris o meridional,LESRPE
11641,Plecotus macrobullaris,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago orejudo alpino,LESRPE
12303,Plecotus teneriffae,MAMIFEROS,CHIROPTERA,Vespertilionidae,Murcielago orejudo canario,Vulnerable
12169,Miniopterus schreibersii  ,MAMIFEROS,CHIROPTERA,Miniopteridae,Murcielago de cueva,Vulnerable
12305,Tadarida teniotis,MAMIFEROS,CHIROPTERA,Molossidae,Murcielago rabudo,LESRPE
16233,Castor fiber,MAMIFEROS,RODENTIA,Castoridae,Castor europeo,LESRPE
11792,Eliomys munbyanus,MAMIFEROS,RODENTIA,Gliridae,Liron careto magrebi,LESRPE
16235,Iberomys (Microtus) cabrerae,MAMIFEROS,RODENTIA,Cricetidae,"Iberon,Topillo de Cabrera",Vulnerable
11627,Canis lupus,MAMIFEROS,CARNIVORA,Canidae,Lobo,LESRPE
10755,Ursus arctos,MAMIFEROS,CARNIVORA,Ursidae,Oso pardo,En peligro de extincion
11637,Lutra lutra,MAMIFEROS,CARNIVORA,Mustelidae,Nutria,LESRPE
11214,Mustela erminea,MAMIFEROS,CARNIVORA,Mustelidae,Armino,LESRPE
11638,Mustela lutreola,MAMIFEROS,CARNIVORA,Mustelidae,Vison europeo,En peligro de extincion
12214,Felis silvestris,MAMIFEROS,CARNIVORA,Felidae,Gato montes ,LESRPE
11943,Lynx pardinus,MAMIFEROS,CARNIVORA,Felidae,Lince iberico,En peligro de extincion
11767,Monachus monachus,MAMIFEROS,CARNIVORA,Phocidae,Foca monje del Mediterraneo,En peligro de extincion
32175,Balaenoptera acutorostrata,MAMIFEROS,CETACEA,Balaenopteridae,Rorcual aliblanco,Vulnerable
32176,Balaenoptera borealis,MAMIFEROS,CETACEA,Balaenopteridae,Rorcual norteno,Vulnerable
20066,Balaenoptera edeni/brydei,MAMIFEROS,CETACEA,Balaenopteridae,Rorcual tropical,LESRPE
32177,Balaenoptera musculus,MAMIFEROS,CETACEA,Balaenopteridae,Rorcual azul,Vulnerable
32178,Balaenoptera physalus  ,MAMIFEROS,CETACEA,Balaenopteridae,Rorcual comun,Vulnerable
20069,Megaptera novaeangliae,MAMIFEROS,CETACEA,Balaenopteridae,Yubarta,Vulnerable
20089,Kogia breviceps,MAMIFEROS,CETACEA,Kogiidae,Cachalote pigmeo,LESRPE
20090,Kogia sima,MAMIFEROS,CETACEA,Kogiidae,Cachalote enano,LESRPE
20063,Eubalaena glacialis,MAMIFEROS,CETACEA,Balaenidae,Ballena vasca,En peligro de extincion
24217,Physeter macrocephalus,MAMIFEROS,CETACEA,Physeteridae,Cachalote,Vulnerable
32179,Delphinus delphis,MAMIFEROS,CETACEA,Delphinidae,Delfin comun,Vulnerable
20073,Globicephala macrorhynchus,MAMIFEROS,CETACEA,Delphinidae,Calderon tropical,Vulnerable
32180,Globicephala melas,MAMIFEROS,CETACEA,Delphinidae,Calderon comun,LESRPE
20075,Grampus griseus,MAMIFEROS,CETACEA,Delphinidae,Calderon gris,LESRPE
20076,Lagenodelphis hosei,MAMIFEROS,CETACEA,Delphinidae,Delfin de Fraser,LESRPE
20079,Orcinus orca,MAMIFEROS,CETACEA,Delphinidae,Orca,Vulnerable
20080,Pseudorca crassidens,MAMIFEROS,CETACEA,Delphinidae,Falsa orca,LESRPE
20082,Stenella coeruleoalba,MAMIFEROS,CETACEA,Delphinidae,Delfin listado,LESRPE
20083,Stenella frontalis,MAMIFEROS,CETACEA,Delphinidae,Delfin moteado del Atlantico,LESRPE
20085,Steno bredanensis,MAMIFEROS,CETACEA,Delphinidae,Delfin de dientes rugosos,LESRPE
20087,Tursiops truncatus ,MAMIFEROS,CETACEA,Delphinidae,Delfin mular,Vulnerable
32181,Phocoena phocoena  ,MAMIFEROS,CETACEA,Phocoenidae,Marsopa comun,En peligro de extincion
20093,Hyperoodon ampullatus,MAMIFEROS,CETACEA,Hyperoodontidae,Zifio calderon septentrional,LESRPE
20095,Mesoplodon densirostris,MAMIFEROS,CETACEA,Hyperoodontidae,Zifio de Blainville,LESRPE
20096,Mesoplodon europaeus,MAMIFEROS,CETACEA,Hyperoodontidae,Zifio de Gervais,LESRPE
20098,Mesoplodon mirus,MAMIFEROS,CETACEA,Hyperoodontidae,Zifio de True,LESRPE
20099,Ziphius cavirostris,MAMIFEROS,CETACEA,Hyperoodontidae,"Zifio de Cuvier, Zifio comun",Vulnerable
